hour_of_day,day_of_week,is_weekend,is_night,is_business_hours,day_of_month,is_month_start,is_month_end,amount,amount_log,amount_rounded,amount_decimal_places,is_high_value,is_very_high_value,amount_percentile,email_length,email_domain,is_disposable_email,is_gmail,is_yahoo,is_corporate_email,email_has_numbers,email_numeric_ratio,velocity_customer_tx_count_1h,velocity_customer_tx_count_24h,velocity_customer_tx_count_7d,velocity_customer_amount_1h,velocity_customer_amount_24h,velocity_customer_amount_7d,velocity_ip_tx_count_1h,velocity_ip_tx_count_24h,velocity_device_tx_count_1h,velocity_device_tx_count_24h,is_fraud,transaction_id
10,0,0,0,1,10,0,0,1441.5,7.274132998382255,0,1,1,0,70,23,594,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,txn_063bd36e-722
2,0,0,1,0,3,1,0,2969.31,7.996421603454212,0,2,1,0,80,27,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_9069af01-e1e
11,3,0,0,1,30,0,1,412.39,6.024391457308263,0,2,0,0,50,18,594,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_fd5e83a8-8a3
12,2,0,0,1,12,0,0,495.37,6.207321616371218,0,2,0,0,50,25,594,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_97dbbea9-404
23,3,0,1,0,20,0,0,1872.96,7.535809117853383,0,2,1,0,70,21,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_0ee17f3d-617
7,2,0,0,0,19,0,0,633.23,6.45241166467515,0,2,0,0,60,21,3212,0,0,0,1,1,0.2222,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_f0151db7-cae
23,4,0,1,0,31,0,1,1570.81,7.359983100544423,0,2,1,0,70,18,2630,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_026f2632-202
10,5,1,0,1,15,0,0,850.95,6.747527839661248,0,2,0,0,60,20,2630,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_a50d20ec-cd5
12,6,1,0,1,9,0,0,402.53,6.000250834388599,0,2,0,0,50,22,594,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_291a4955-26e
3,2,0,1,0,5,0,0,1170.89,7.0663731090768565,0,2,1,0,70,29,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_3366a396-228
6,0,0,0,0,10,0,0,321.28,5.775420732908995,0,2,0,0,50,20,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_40ee58e3-b48
23,0,0,1,0,17,0,0,1986.74,7.594753593955204,0,2,1,0,70,24,2630,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_e930821e-0ab
3,4,0,1,0,21,0,0,964.44,6.872583955970696,0,2,0,0,60,24,594,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_72bb1b98-b1a
13,2,0,0,1,12,0,0,1216.67,7.104694475599473,0,2,1,0,70,25,594,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_ff91e93b-9d5
23,3,0,1,0,13,0,0,955.95,6.863751143484082,0,2,0,0,60,19,594,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_9df94995-d32
12,6,1,0,1,23,0,0,34.9,3.580737295494233,0,1,0,0,20,20,2630,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_57b95432-061
22,0,0,1,0,10,0,0,1618.9,7.390119697926092,0,1,1,0,70,26,594,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_a505ba13-53f
23,6,1,1,0,26,0,0,7632.55,8.940308284750872,0,2,1,1,90,25,8774,1,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,txn_1505fc03-c04
12,5,1,0,1,8,0,0,325.78,5.789287161602678,0,2,0,0,50,21,2630,0,0,0,1,1,0.2222,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_acdb9e4f-f73
19,6,1,0,0,23,0,0,717.3,6.576887309080756,0,1,0,0,60,24,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_1ab150dc-885
20,6,1,0,0,26,0,0,4698.32,8.455173096379802,0,2,1,0,80,23,594,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_1cccface-1fe
21,5,1,0,0,8,0,0,3008.14,8.009409602633104,0,2,1,0,80,23,2630,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_32d83719-54b
17,0,0,0,1,27,0,0,3159.61,8.058520325926208,0,2,1,0,80,22,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_23d1fcd3-035
15,5,1,0,1,15,0,0,248.63,5.519979821580448,0,2,0,0,50,28,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_93b3b9ee-7df
6,4,0,0,0,14,0,0,1626.92,7.395058405305933,0,2,1,0,70,17,2630,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_38b6d5e4-137
1,0,0,1,0,10,0,0,293.88,5.686568493921513,0,2,0,0,50,19,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_26cfedf0-b1b
12,0,0,0,1,10,0,0,1699.48,7.438665843131394,0,2,1,0,70,21,2630,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_5fc71459-57e
4,1,0,1,0,28,0,0,447.57,6.106064745128538,0,2,0,0,50,23,3212,0,0,0,1,1,0.1818,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_067c58f5-465
17,5,1,0,1,22,0,0,610.58,6.416045772408377,0,2,0,0,60,20,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_6abad820-1aa
18,6,1,0,0,16,0,0,413.97,6.028206228461085,0,2,0,0,50,19,3212,0,0,0,1,1,0.2857,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_791c0dee-f3c
17,0,0,0,1,24,0,0,361.79,5.893824154465294,0,2,0,0,50,20,3212,0,0,0,1,1,0.25,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_1e5444e8-3ea
6,0,0,0,0,17,0,0,479.69,6.175222571687899,0,2,0,0,50,23,3212,0,0,0,1,1,0.1818,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_1b6a178a-514
5,0,0,1,0,24,0,0,2399.29,7.783344842369611,0,2,1,0,80,23,594,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_d5c77a06-9ca
17,0,0,0,1,17,0,0,660.03,6.493799224600905,0,2,0,0,60,18,2630,0,0,0,1,1,0.3333,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_9ff7711f-f46
9,6,1,0,1,9,0,0,1106.37,7.009743113539702,0,2,1,0,70,23,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_94213b78-d74
0,2,0,1,0,12,0,0,1508.41,7.319474124977888,0,2,1,0,70,24,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_b66e0012-24f
9,4,0,0,1,21,0,0,4498.67,8.411759339736058,0,2,1,0,80,20,594,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_1e92ad19-058
16,0,0,0,1,10,0,0,961.58,6.86961717959104,0,2,0,0,60,19,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_2323cbd7-44c
5,0,0,1,0,17,0,0,4057.29,8.308516981607605,0,2,1,0,80,21,594,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_85c926a4-b5a
11,5,1,0,1,22,0,0,1859.34,7.528514545701073,0,2,1,0,70,20,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_ee809b91-be4
9,6,1,0,1,2,1,0,968.67,6.876955807428608,0,2,0,0,60,19,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_b920cd5a-7ee
2,2,0,1,0,5,0,0,1823.27,7.508935185995252,0,2,1,0,70,24,2630,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_4b677ca5-1e6
22,5,1,1,0,1,1,0,990.8,6.8995214740550335,0,1,0,0,60,22,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_188110e5-851
15,2,0,0,1,19,0,0,1900.46,7.550377291122863,0,2,1,0,70,20,594,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_286e8019-1a0
11,5,1,0,1,25,0,0,1280.29,7.155622661911595,0,2,1,0,70,20,594,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_10389d3c-1ad
11,2,0,0,1,19,0,0,1472.55,7.295429734415075,0,2,1,0,70,25,2630,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_0f344b60-cf9
2,2,0,1,0,29,0,1,1174.55,7.069491402166984,0,2,1,0,70,20,3212,0,0,0,1,1,0.25,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_388a7346-f29
16,0,0,0,1,10,0,0,1903.98,7.552226788818026,0,2,1,0,70,21,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_1fca920d-8bf
11,2,0,0,1,12,0,0,1083.59,6.98895731437552,0,2,1,0,70,24,2630,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,txn_20c457b8-239
3,5,1,1,0,25,0,0,782.4,6.663643421231731,0,1,0,0,60,25,594,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_531e5098-26d
23,6,1,1,0,23,0,0,867.76,6.7670669076041206,0,2,0,0,60,21,2630,0,0,0,1,1,0.2222,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_9e285d96-85e
19,6,1,0,0,2,1,0,1282.81,7.157587498222632,0,2,1,0,70,25,2630,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_d8e295b0-a5b
21,1,0,0,0,4,0,0,1917.17,7.559126885509366,0,2,1,0,70,22,2630,0,0,0,1,1,0.2,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_6b0a5cbb-07e
15,2,0,0,1,19,0,0,1223.46,7.110255209464217,0,2,1,0,70,19,2630,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_5d2e2765-124
18,3,0,0,0,20,0,0,1929.46,7.565513595468908,0,2,1,0,70,21,594,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,txn_f70dd1a0-476
8,6,1,0,0,2,1,0,1323.95,7.189130001859251,0,2,1,0,70,21,594,0,0,0,1,1,0.2222,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_60ada5ce-bc8
4,0,0,1,0,3,1,0,4933.96,8.504099846464925,0,2,1,0,80,25,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_0fd337ab-182
5,5,1,1,0,1,1,0,1593.93,7.37458512710854,0,2,1,0,70,26,594,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_a49d26e1-4fc
4,5,1,1,0,22,0,0,1118.68,7.020798209179323,0,2,1,0,70,28,2630,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_38043460-c3b
9,3,0,0,1,6,0,0,1900.91,7.5506139233737875,0,2,1,0,70,23,594,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_9e6ab567-a0c
6,1,0,0,0,28,0,0,3229.28,8.080324099766077,0,2,1,0,80,30,594,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,txn_48d3fb11-db6
19,4,0,0,0,31,0,1,1867.95,7.5331320548237715,0,2,1,0,70,21,594,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_fd685e69-5c6
9,4,0,0,1,21,0,0,1421.13,7.259911026719043,0,2,1,0,70,27,2630,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_3fd5ca41-be8
8,5,1,0,0,25,0,0,4930.6,8.503418757994398,0,1,1,0,80,29,594,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_24ec6fc7-915
13,1,0,0,1,4,0,0,172.69,5.157272101065921,0,2,0,0,40,23,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_b55c618e-7c4
7,5,1,0,0,1,1,0,1008.86,6.91756698636613,0,2,1,0,70,24,2630,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_598e2eab-a7f
14,0,0,0,1,27,0,0,672.27,6.512146437897337,0,2,0,0,60,19,2630,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_47c8d37a-e1c
10,5,1,0,1,1,1,0,688.03,6.535284811430057,0,2,0,0,60,20,3212,0,0,0,1,1,0.25,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_1d1ce464-6fc
16,1,0,0,1,28,0,0,655.77,6.487333881090166,0,2,0,0,60,24,2630,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_8c230891-215
23,2,0,1,0,5,0,0,1488.87,7.306444146811001,0,2,1,0,70,23,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_b8f07d0c-997
12,6,1,0,1,23,0,0,595.83,6.391632315722667,0,2,0,0,60,25,594,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_a05d96d5-908
15,0,0,0,1,17,0,0,15.86,2.824943952573709,0,2,0,0,10,26,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_2a78072a-990
21,1,0,0,0,4,0,0,1433.95,7.268885284381108,0,2,1,0,70,25,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_9ff7b676-9fc
20,5,1,0,0,1,1,0,386.21,5.958967181515206,0,2,0,0,50,19,2630,0,0,0,1,1,0.2857,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_de05deb3-715
13,6,1,0,1,2,1,0,1432.7,7.268013794252222,0,1,1,0,70,19,594,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_3f3920f2-f10
16,5,1,0,1,25,0,0,907.55,6.811849922095066,0,2,0,0,60,23,594,0,0,0,1,1,0.1818,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_82ac338d-e4e
23,1,0,1,0,28,0,0,1177.67,7.072141963139724,0,2,1,0,70,23,2630,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_71ba8c3b-5fd
18,3,0,0,0,13,0,0,487.66,6.191666951120625,0,2,0,0,50,26,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_6d7b818a-993
22,0,0,1,0,17,0,0,1455.74,7.283956341403775,0,2,1,0,70,24,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_ed270a26-eb9
5,0,0,1,0,17,0,0,112.53,4.732067119176442,0,2,0,0,40,22,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_8609e86d-352
6,6,1,0,0,16,0,0,3348.87,8.116676818095991,0,2,1,0,80,20,594,0,0,0,1,1,0.25,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_feb40c1b-edc
12,0,0,0,1,17,0,0,5516.46,8.61567288844444,0,2,1,1,90,27,7550,1,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,txn_ba1c651b-247
21,3,0,0,0,13,0,0,1115.76,7.018186914747767,0,2,1,0,70,21,2630,0,0,0,1,1,0.2222,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_4e6455c9-35a
0,5,1,1,0,8,0,0,814.75,6.70410793547343,0,2,0,0,60,19,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_0371eb14-042
2,2,0,1,0,5,0,0,227.47,5.431404910686392,0,2,0,0,50,32,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_cb2baad4-0dd
2,1,0,1,0,4,0,0,1003.71,6.912454221638602,0,2,1,0,70,24,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_32031572-b89
3,4,0,1,0,7,0,0,1844.05,7.520261656378424,0,2,1,0,70,18,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_92615a7b-b29
15,3,0,0,1,13,0,0,363.59,5.898773434550819,0,2,0,0,50,20,3212,0,0,0,1,1,0.25,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_901dd338-931
19,0,0,0,0,27,0,0,7723.12,8.952103179419437,0,2,1,1,90,19,8774,1,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,txn_c79b2964-05c
11,0,0,0,1,10,0,0,386.5,5.959715848793402,0,1,0,0,50,20,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_f0e8d7ee-e64
10,5,1,0,1,15,0,0,1292.11,7.164805448625859,0,2,1,0,70,25,594,0,0,0,1,1,0.1538,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_13d52493-ae1
13,5,1,0,1,8,0,0,194.29,5.274485633294691,0,2,0,0,40,19,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_82805b40-6ce
1,1,0,1,0,28,0,0,573.08,6.3527687594303766,0,2,0,0,60,22,594,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_afdb159d-659
3,1,0,1,0,11,0,0,683.78,6.529097618793563,0,2,0,0,60,27,2630,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_a5270cf1-252
7,2,0,0,0,29,0,1,1699.5,7.43867760444725,0,1,1,0,70,28,2630,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_a5543417-b88
20,6,1,0,0,2,1,0,3499.42,8.16063824027808,0,2,1,0,80,20,594,0,0,0,1,1,0.25,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_ff83c416-d99
7,5,1,0,0,8,0,0,2745.45,7.918064447628796,0,2,1,0,80,22,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_52540fa5-df3
5,6,1,1,0,9,0,0,982.07,6.890680328191671,0,2,0,0,60,29,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_66b5b707-204
14,6,1,0,1,26,0,0,1509.56,7.320235721984206,0,2,1,0,70,24,594,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_1a927579-355
20,3,0,0,0,30,0,1,1210.46,7.099581522790338,0,2,1,0,70,18,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_c6d930a9-f69
1,6,1,1,0,26,0,0,1614.83,7.387604035527539,0,2,1,0,70,28,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_7bf5e234-5db
3,6,1,1,0,9,0,0,1715.37,7.4479668745213665,0,2,1,0,70,25,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_e562caf4-7df
6,6,1,0,0,2,1,0,371.16,5.9193238693303,0,2,0,0,50,20,3212,0,0,0,1,1,0.25,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_1607b48e-413
1,6,1,1,0,26,0,0,2660.91,7.886799189217474,0,2,1,0,80,19,2630,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_e54ac57f-21f
18,1,0,0,0,11,0,0,1581.24,7.36659684352168,0,2,1,0,70,22,3212,0,0,0,1,1,0.2,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_e7eea89a-a9a
5,2,0,1,0,5,0,0,813.31,6.7023411288839885,0,2,0,0,60,25,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_fdcbe8b9-e66
7,3,0,0,0,30,0,1,847.51,6.743481870108663,0,2,0,0,60,22,2630,0,0,0,1,1,0.2,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_2a56488c-c4d
9,6,1,0,1,9,0,0,1232.49,7.117602828923983,0,2,1,0,70,28,2630,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_74538410-293
6,5,1,0,0,8,0,0,1836.79,7.5163190417634835,0,2,1,0,70,26,2630,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_b9f28382-326
8,3,0,0,0,6,0,0,1308.86,7.17767554025516,0,2,1,0,70,20,3212,0,0,0,1,1,0.25,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_e12c9078-081
0,6,1,1,0,16,0,0,1451.17,7.280814268421233,0,2,1,0,70,21,594,0,0,0,1,1,0.2222,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_0f1160a6-bf1
18,2,0,0,0,5,0,0,8558.06,9.054745650021776,0,2,1,1,90,21,6339,1,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,txn_00212969-45e
7,1,0,0,0,18,0,0,238.5,5.4785534168509695,0,1,0,0,50,25,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_1a070655-820
21,1,0,0,0,28,0,0,1552.32,7.348149854723754,0,2,1,0,70,18,2630,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_8e140a0f-45e
22,1,0,1,0,4,0,0,520.96,6.257590956594046,0,2,0,0,60,23,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_d90376ef-cef
10,5,1,0,1,1,1,0,1736.71,7.460323433444918,0,2,1,0,70,25,594,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_a37256d4-281
12,5,1,0,1,15,0,0,386.64,5.9600770738663496,0,2,0,0,50,22,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_1ce2f318-48e
16,6,1,0,1,16,0,0,606.81,6.409862333127867,0,2,0,0,60,22,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_5915114e-328
2,1,0,1,0,11,0,0,952.55,6.860191862050527,0,2,0,0,60,18,594,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_b2f8aa7b-375
6,1,0,0,0,28,0,0,822.27,6.713284214918258,0,2,0,0,60,24,2630,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_5db4bb40-d74
18,6,1,0,0,16,0,0,464.4,6.142897250868192,0,1,0,0,50,17,2630,0,0,0,1,1,0.4,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_5900b36e-b1b
21,1,0,0,0,4,0,0,2450.83,7.804589963494348,0,2,1,0,80,21,2630,0,0,0,1,1,0.2222,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_16a36b3e-a3b
12,0,0,0,1,17,0,0,1240.12,7.123769476742561,0,2,1,0,70,20,594,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_0015f8e3-4d7
14,4,0,0,1,31,0,1,1414.24,7.255054407002387,0,2,1,0,70,28,2630,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_c753d3a9-788
11,5,1,0,1,22,0,0,678.59,6.521489675151553,0,2,0,0,60,22,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_7171cef6-0fd
19,3,0,0,0,20,0,0,1707.54,7.443394483631296,0,2,1,0,70,28,594,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_ec825f1c-3d1
14,3,0,0,1,6,0,0,9826.23,9.19291238299339,0,2,1,1,90,29,6339,1,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,txn_c2b092d7-e35
10,0,0,0,1,27,0,0,1222.52,7.109487229295915,0,2,1,0,70,28,594,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_57a35444-aee
0,6,1,1,0,26,0,0,2423.78,7.793496077606641,0,2,1,0,80,21,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_52d8bfce-2ed
3,0,0,1,0,10,0,0,1755.99,7.471357396651265,0,2,1,0,70,25,2630,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_711571ac-b8e
4,5,1,1,0,8,0,0,639.59,6.462389626687933,0,2,0,0,60,23,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_f8a4eac1-2e4
14,4,0,0,1,7,0,0,1896.5,7.548292509269785,0,1,1,0,70,23,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_831f0532-c31
22,6,1,1,0,2,1,0,1252.99,7.1340857466794105,0,2,1,0,70,27,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,txn_ac79753a-82f
18,3,0,0,0,13,0,0,7612.77,8.93771372897371,0,2,1,1,90,22,8774,1,0,0,0,1,0.2222,0,0,0,0.0,0.0,0.0,0,0,0,0,1,txn_1a49b3bc-9c7
5,5,1,1,0,8,0,0,980.12,6.888694776243395,0,2,0,0,60,24,594,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_7288a96b-793
11,0,0,0,1,17,0,0,3926.69,8.2758067457897,0,2,1,0,80,24,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,txn_9a2dd75f-222
21,0,0,0,0,3,1,0,1636.77,7.401090839413471,0,2,1,0,70,25,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_1616b831-98f
1,3,0,1,0,20,0,0,368.76,5.912854146526071,0,2,0,0,50,18,3212,0,0,0,1,1,0.3333,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_eb987d44-25b
16,5,1,0,1,15,0,0,3393.81,8.130003073772814,0,2,1,0,80,23,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_07fb9ac5-ae4
